,x,s,n,t,p.1,f,c,n.1,k,e,e.1,s.1,s.2,w,w.1,p.2,w.2,o,p.3,k.1,s.3,u
5892,3,3,4,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6
5893,5,2,2,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6
5894,5,3,8,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,4,0
5895,2,2,0,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,5
5896,2,2,3,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,3,5
5897,2,2,2,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6
5898,2,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1
5899,5,3,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2
5900,2,2,8,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,1
5901,2,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,0
5902,5,0,4,0,5,1,1,1,10,0,1,2,2,7,4,0,2,1,0,7,4,2
5903,2,3,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,0
5904,5,2,8,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,5
5905,5,2,0,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6
5906,5,2,5,1,5,1,0,0,10,0,0,2,2,7,2,0,2,2,0,7,1,6
5907,5,2,3,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,1
5908,2,0,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,4
5909,5,2,8,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,3,1
5910,5,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4
5911,2,2,8,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,3,5
5912,3,3,4,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6
5913,5,3,5,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6
5914,2,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1
5915,2,3,0,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6
5916,5,2,2,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6
5917,5,2,3,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,5
5918,2,2,0,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,4,5
5919,2,3,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,4
5920,5,2,0,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,4,5
5921,2,2,8,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,4,1
5922,2,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1
5923,2,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,0
5924,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,4
5925,2,0,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,4
5926,0,2,5,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,3
5927,5,3,4,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2
5928,0,2,8,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,1
5929,5,3,4,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6
5930,5,3,4,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4
5931,5,3,4,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4
5932,5,3,4,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4
5933,2,2,0,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,3,1
5934,0,3,9,0,5,1,0,1,10,0,0,1,3,7,4,0,2,1,0,7,4,0
5935,5,2,3,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,5
5936,2,3,5,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6
5937,3,2,5,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6
5938,2,3,4,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6
5939,0,3,5,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,3
5940,5,2,3,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,4,1
5941,5,2,3,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,3,1
5942,5,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,1
5943,5,3,4,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4
5944,2,3,0,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,1
5945,5,2,0,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,4,5
5946,0,2,0,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,1
5947,2,3,8,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,5,0
5948,5,3,4,0,5,1,1,1,10,0,1,0,2,7,4,0,2,1,0,7,4,2
5949,5,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,4
5950,2,2,0,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,4,1
5951,2,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1
5952,3,2,2,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6
5953,2,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,4
5954,0,0,4,0,5,1,0,1,10,0,0,1,3,7,4,0,2,1,0,7,4,0
5955,5,3,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4
5956,2,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0
5957,5,3,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,1
5958,5,2,3,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,1
5959,5,3,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0
5960,5,3,4,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6
5961,2,3,4,0,5,1,1,1,10,0,1,0,0,7,4,0,2,1,0,7,4,2
5962,2,3,0,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,1
5963,3,0,4,0,5,1,0,1,10,0,0,1,3,7,8,0,2,1,0,7,4,0
5964,2,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1
5965,5,3,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4
5966,2,0,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,0
5967,2,0,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0
5968,5,2,3,1,2,1,0,0,7,1,1,2,0,7,7,0,2,1,4,1,3,1
5969,5,3,6,0,5,1,0,1,9,0,0,2,0,7,7,0,2,1,1,1,5,0
5970,5,3,4,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4
5971,2,2,5,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,3
5972,5,3,2,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2
5973,2,2,0,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,4,1
5974,5,2,0,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,4,5
5975,3,2,2,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6
5976,2,2,0,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,3,1
5977,5,0,4,0,5,1,1,1,10,0,1,0,0,7,4,0,2,1,0,7,4,2
5978,2,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
5979,2,3,8,0,5,1,0,1,10,0,0,2,0,7,7,0,2,1,1,1,5,0
5980,2,2,8,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,3,5
5981,2,2,5,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,1
5982,2,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0
5983,2,2,3,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,3,1
5984,5,3,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2
5985,2,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,1
5986,2,2,3,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,3,1
5987,2,2,8,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,3,5
5988,5,3,4,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0
5989,2,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,0
5990,5,3,4,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0
5991,0,3,0,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,1
5992,2,3,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,1
5993,5,3,2,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2
5994,5,3,4,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0
5995,3,3,0,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6
5996,5,3,8,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,5,0
5997,2,2,0,1,2,1,0,0,7,1,1,2,0,7,7,0,2,1,4,1,4,5
5998,2,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1
5999,5,3,2,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4
6000,2,2,2,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0
6001,5,3,2,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0
6002,5,2,4,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4
6003,2,3,4,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4
6004,2,3,2,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0
6005,3,3,4,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2
6006,2,3,2,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4
6007,5,2,2,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2
6008,2,3,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4
6009,2,3,2,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0
6010,5,2,2,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2
6011,5,2,4,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2
6012,2,2,2,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0
6013,2,2,2,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2
6014,2,3,2,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4
6015,2,3,4,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4
6016,2,3,4,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4
6017,5,3,2,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0
6018,3,2,4,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4
6019,5,2,4,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2
6020,2,2,2,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0
6021,2,3,2,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2
6022,3,2,2,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4
6023,2,3,2,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0
6024,5,2,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4
6025,2,2,2,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0
6026,2,2,4,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2
6027,2,3,2,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0
6028,2,2,2,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2
6029,2,2,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4
6030,2,3,2,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4
6031,5,2,2,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2
6032,2,2,2,0,2,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4
6033,5,2,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0
6034,2,3,4,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4
6035,5,3,2,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2
6036,2,3,4,0,8,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2
6037,0,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,0,1,4,3,1,2
6038,2,2,4,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0
6039,5,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,0,1,4,3,4,2
6040,2,3,2,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0
6041,2,3,4,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2
6042,2,3,2,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4
6043,2,2,4,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2
6044,5,3,2,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,2
6045,5,2,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0
6046,2,2,4,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0
6047,2,3,2,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0
6048,2,2,4,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0
6049,2,2,4,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4
6050,2,2,4,0,2,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,2
6051,2,3,2,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0
6052,2,2,2,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2
6053,5,3,2,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2
6054,5,2,2,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0
6055,2,2,2,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0
6056,2,3,4,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4
6057,5,3,2,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0
6058,3,2,2,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2
6059,3,2,4,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2
6060,2,3,4,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0
6061,5,2,2,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2
6062,5,3,2,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2
6063,2,3,2,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4
6064,2,3,4,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2
6065,2,2,2,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4
6066,5,2,4,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4
6067,5,0,8,0,5,1,1,0,10,0,0,1,1,7,7,0,2,2,4,7,2,1
6068,2,3,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4
6069,5,2,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0
6070,5,2,2,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0
6071,2,2,4,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2
6072,2,2,4,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2
6073,5,3,2,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2
6074,5,2,2,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0
6075,2,2,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2
6076,3,2,4,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4
6077,2,3,4,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4
6078,5,2,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2
6079,2,3,2,0,8,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2
6080,5,2,2,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0
6081,2,2,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2
6082,2,3,4,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4
6083,3,3,4,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2
6084,2,3,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0
6085,2,2,4,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0
6086,5,2,2,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2
6087,2,2,4,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2
6088,2,2,4,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0
6089,2,2,2,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2
6090,2,3,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2
6091,2,2,4,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0
6092,2,3,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2
6093,2,2,2,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2
6094,2,2,2,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2
6095,5,3,2,0,2,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4
6096,2,2,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4
6097,5,3,2,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0
6098,2,3,2,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2
6099,5,2,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4
6100,2,3,4,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4
6101,2,3,2,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0
6102,5,3,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2
6103,2,3,4,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0
6104,2,3,4,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2
6105,5,3,2,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2
6106,2,3,4,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2
6107,2,2,4,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2
6108,5,2,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,4
6109,2,3,2,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4
6110,5,3,2,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2
6111,5,2,2,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4
6112,2,2,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2
6113,2,3,2,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0
6114,5,3,2,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,2
6115,5,3,2,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2
6116,5,2,4,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2
6117,5,2,2,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2
6118,3,2,2,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4
6119,5,2,1,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,4,4
6120,5,2,2,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4
6121,2,2,4,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0
6122,5,2,4,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2
6123,2,3,4,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4
6124,2,3,2,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2
6125,2,2,2,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2
6126,5,3,2,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2
6127,5,2,2,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2
6128,5,2,4,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0
6129,5,3,2,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0
6130,2,2,2,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4
6131,2,2,4,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,2
6132,2,3,2,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4
6133,5,3,2,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2
6134,3,2,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4
6135,2,3,4,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0
6136,2,2,4,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0
6137,5,2,2,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4
6138,2,2,4,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2
6139,2,2,2,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4
6140,2,3,2,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2
6141,0,0,8,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,2,1
6142,5,3,2,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2
6143,5,3,2,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4
6144,2,3,2,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2
6145,2,3,2,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2
6146,3,0,8,0,5,1,1,0,2,0,0,1,2,7,7,0,2,2,4,7,3,1
6147,5,2,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4
6148,2,2,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4
6149,5,2,4,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0
6150,2,2,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0
6151,5,2,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4
6152,5,2,4,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4
6153,5,2,2,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4
6154,3,2,4,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0
6155,5,3,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0
6156,5,2,2,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0
6157,5,3,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0
6158,5,2,2,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0
6159,5,2,2,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0
6160,5,2,2,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2
6161,5,2,2,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0
6162,2,3,2,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0
6163,5,2,4,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0
6164,2,2,4,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0
6165,5,2,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0
6166,2,2,2,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4
6167,5,2,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2
6168,2,3,2,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0
6169,5,2,4,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2
6170,3,2,4,0,2,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4
6171,2,2,2,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2
6172,2,2,2,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,2
6173,2,3,2,0,2,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4
6174,3,2,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4
6175,2,3,4,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2
6176,2,2,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4
6177,5,3,2,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,0
6178,2,2,2,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2
6179,2,3,2,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2
6180,2,2,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0
6181,2,2,4,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0
6182,5,3,2,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4
6183,5,3,2,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2
6184,2,2,2,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4
6185,3,3,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0
6186,2,3,2,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4
6187,3,3,4,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0
